codigo curso,Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano,Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE,Área Geral CINE
1,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,1357708,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,230,3200,Semestral,,,,,,,8.00 Semestres,230,,2644,Campus VIII - Paulista,Avenida Paulista,900,,Bela Vista,000000003550308,São Paulo,SP,15/02/2016,2013-06-20,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,456,UNISANT'ANNA,CENTRO UNIVERSITÁRIO SANT´ANNA,Privada sem fins lucrativos,Centro Universitário,Ativa,,21712,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,112,3200,Semestral,,,8.00 Semestres,50,,,8.00 Semestres,62,,657908,CAMPUS  - SÃO PAULO - SANTANA,Rua Voluntários da Pátria,257,CAMPUS  - SÃO PAULO - SANTANA,Santana,000000003550308,São Paulo,SP,09/08/1999,1999-07-21,3,2013,0,,2014,2,2008,0,2014,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,1853,,Centro Universitário UNIBTA,Privada com fins lucrativos,Centro Universitário,Ativa,,109276,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,250,3200,Semestral,,,8.0 Semestres,70,,,8.0 Semestres,180,,1082239,Centro Universitário UNIBTA,Rua Cubatão,726,Centro Universitário UNIBTA,Vila Mariana,000000003550308,São Paulo,SP,31/01/2008,2008-01-17,4,2013,2,175,2017,3,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,22,MACKENZIE,UNIVERSIDADE PRESBITERIANA MACKENZIE,Privada sem fins lucrativos,Universidade,Ativa,,18974,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,240,3264,Semestral,,,8.0 Semestres,100,,,8.0 Semestres,100,,657684,CAMPUS  - SÃO PAULO - CONSOLAÇÃO,Rua da Consolação,896,Campus São Paulo,Consolação,000000003550308,São Paulo,SP,14/09/1994,1992-03-11,,,3,288,2017,3,2017,4,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,1294,CAM,Centro Universitário das Américas,Privada com fins lucrativos,Centro Universitário,Ativa,,1515691,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,320,4208,Semestral,,,8.00 Semestres,160,,,8.00 Semestres,160,,1070193,Campus Mooca,Rua Borges de Figueiredo,510,- até 599/600,Mooca,000000003550308,São Paulo,SP,17/02/2020,2019-11-01,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,1294,CAM,Centro Universitário das Américas,Privada com fins lucrativos,Centro Universitário,Ativa,,1258024,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,320,4208,Semestral,,,8.00 Semestres,160,,,8.00 Semestres,160,,1055967,Rua Augusta,Rua Augusta,1520,1508 a,Consolação,000000003550308,São Paulo,SP,15/02/2016,2015-10-05,4,2015,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,376,,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Centro Universitário,Ativa,,1403868,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,110,3200,Semestral,,,8.00 Semestres,50,,,8.00 Semestres,60,,1056207,MARTE,Avenida Braz Leme,3029,MARTE,Santana,000000003550308,São Paulo,SP,26/02/2018,2017-06-01,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420110,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,180,3200,Semestral,,,,,,,8.0 Semestres,1,,1082210,Unidade Santo Amaro,Av. Alexandre Dumas,2016,Unidade Santo Amaro,Chácara Santo Antônio (Zona Sul),000000003550308,São Paulo,SP,Não iniciado,2017-08-17,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,1497517,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,200,3200,Semestral,,,8.00 Semestres,100,,,8.00 Semestres,100,,1107467,Campus Santo Amaro,Av. das Nações Unidas,18605,Anexo Parte,Vila Almeida,000000003550308,São Paulo,SP,03/02/2020,2019-08-06,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1473929,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,80,3000,Semestral,,,8.0 Semestres,40,,,8.0 Semestres,40,,1097321,Unidade Santana,Rua Voluntários da Pátria,2624,- de 2622 a 2898 - lado par,Santana,000000003550308,São Paulo,SP,22/03/2019,2019-03-14,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,1165300,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,140,3303,Semestral,,,,,,,8.00 Semestres,60,,1055963,CAMPUS PAULISTA II,Rua Treze de Maio,1266,,Bela Vista,000000003550308,São Paulo,SP,01/02/2012,2011-08-01,5,2015,4,369,2017,4,2017,3,2017,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420122,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,180,3000,Semestral,,,,,,,8.0 Semestres,180,,1082211,Paulista,Avenida Angélica,2563,Paulista,Bela Vista,000000003550308,São Paulo,SP,03/09/2019,2017-08-17,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
1,206,UNIÍTALO,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,Privada sem fins lucrativos,Centro Universitário,Ativa,,1520797,CIÊNCIAS DA COMPUTAÇÃO,Bacharelado,Educação Presencial,Em atividade,100,6400,Semestral,,,8.00 Semestres,50,,,8.00 Semestres,50,,1043954,Sede - Santo Amaro,Avenida João Dias,2046,,Santo Amaro,000000003550308,São Paulo,SP,Não iniciado,2020-03-11,,,,,,,,,,0614C01,Ciência da computação,0614,Ciência da computação,061,Computação e Tecnologias da Informação e Comunicação (TIC),06,Computação e Tecnologias da Informação e Comunicação (TIC)
