codigo curso,Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano,Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE,Área Geral CINE
2,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,112056,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,500,2280,Semestral,,,5.00 Semestres,135,,,5.00 Semestres,365,,25206,SANTO AMARO,Rua Amador Bueno,389/491,,Santo Amaro,3550308,São Paulo,SP,19/02/2008,2006-02-14,4,2014,3,282,2017,3,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,4026,FATEC-ZL,FACULDADE DE TECNOLOGIA ZONA LESTE,Pública Estadual,Faculdade,Ativa,,75359,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,160,2800,Semestral,,,,,6.0 semestres,40,6.0 Semestres,40,,699709,CAMPUS - SÃO PAULO - CIDADE AE CARVALHO,Rua Sonho Gaúcho,641,,Cidade AE Carvalho,3550308,São Paulo,SP,04/04/2002,2002-05-09,,,3,264,2017,3,2017,4,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,52007,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,400,2000,Semestral,,,4.00 Semestres,80,,,4.00 Semestres,200,,657790,POLO SP_SAO MIGUEL PAULISTA (SEDE),Avenida Doutor Ussiel Cirilo,225,Vila Jacuí,São Miguel,3550308,São Paulo,SP,29/01/2001,2000-06-30,,,3,290,2017,3,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,456,UNISANT'ANNA,CENTRO UNIVERSITÁRIO SANT´ANNA,Privada sem fins lucrativos,Centro Universitário,Ativa,,9470,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,140,2150,Semestral,,,5.00 Semestres,70,,,5.00 Semestres,70,,657908,CAMPUS - SÃO PAULO - SANTANA,Rua Voluntários da Pátria,257,CAMPUS - SÃO PAULO - SANTANA,Santana,3550308,São Paulo,SP,30/01/1993,1992-01-20,3,2018,2,142,2017,0,2017,1,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1100,UniDrummond,Centro Universitário Carlos Drummond de Andrade,Privada sem fins lucrativos,Centro Universitário,Ativa,,1458392,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,100,2165,Semestral,,,5.0 Semestres,30,,,5.0 Semestres,70,,1920,João XXIII,Rua Penha de França,35,,Penha,3550308,São Paulo,SP,18/02/2019,2018-10-22,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,1156021,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,230,2000,Semestral,,,4.0 Semestres,115,,,4.0 Semestres,115,,2644,Campus VIII - Paulista,Avenida Paulista,900,,Bela Vista,3550308,São Paulo,SP,15/02/2011,2009-03-16,,,3,230,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,793,ESTÁCIO SÃO PAULO,Centro Universitário Estácio de São Paulo,Privada com fins lucrativos,Centro Universitário,Ativa,,49979,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,120,2050,Semestral,,,5.0 Semestres,60,,,5.0 Semestres,60,,658105,SANTO AMARO,Rua Promotor Gabriel Netuzzi Perez,108,SANTO AMARO,Santo Amaro,3550308,São Paulo,SP,08/08/2001,2001-07-06,4,2013,0,,2017,0,2017,0,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,376,,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Centro Universitário,Ativa,,103114,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,240,2190,Semestral,,,5.00 Semestres,120,,,5.00 Semestres,120,,1056226,Vila Mariana,Rua Afonso Celso,235,Vila Mariana,Vila Mariana,3550308,São Paulo,SP,01/08/2007,2007-05-15,3,2014,3,225,2014,,,2,2014,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,263,FICS,FACULDADES INTEGRADAS CAMPOS SALLES,Privada sem fins lucrativos,Faculdade,Ativa,"Credenciamento EaD Provisório, Em Supervisão - Procedimento Sancionador com Medida Cautelar, Suspensão contrato FIES, Suspensão PRONATEC, Suspensão PROUNI",1469949,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,250,2520,Semestral,,,,,,,5.00 Semestres,250,,657807,Unidade SEDE,Rua Nossa Senhora da Lapa,284,,Lapa,3550308,São Paulo,SP,10/02/2020,2019-06-12,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1742,CSET DRUMMOND,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE,Privada com fins lucrativos,Faculdade,Ativa,,47976,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,100,2540,Semestral,,,,,,,5.00 Semestres,100,,1548,Unidade Ponte Rasa,Avenida São Miguel,4335,Unidade Ponte Rasa,Ponte Rasa,3550308,São Paulo,SP,27/08/2001,2001-06-29,3,2018,2,169,2017,1,2017,1,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,3985,SENACSP,CENTRO UNIVERSITÁRIO SENAC,Privada sem fins lucrativos,Centro Universitário,Ativa,,1143464,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,400,2052,Semestral,,,5.00 Semestres,100,,,5.00 Semestres,300,,659695,SAO PAULO (SEDE),Av. Engenheiro Eusébio Stevaux,nº 823,,Jurubatuba,3550308,São Paulo,SP,07/02/2011,2010-06-24,4,2013,3,232,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,206,UNIÍTALO,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,Privada sem fins lucrativos,Centro Universitário,Ativa,,1161613,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,400,2210,Semestral,,,5.0 Semestres,50,,,5.0 Semestres,50,,1043954,Sede - Santo Amaro,Avenida João Dias,2046,,Santo Amaro,3550308,São Paulo,SP,24/09/2009,2009-07-13,3,2012,3,229,2017,1,2017,1,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,852,,FIAP - Centro Universitário,Privada com fins lucrativos,Centro Universitário,Ativa,,1204842,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,120,2000,Anual,,,2.0 Anos,120,,,2.0 Anos,0,,1061016,UNIDADE VILA OLÍMPIA,Rua Olimpíadas,186,,Vila Olímpia,3550308,São Paulo,SP,01/12/2014,2014-10-31,5,2019,5,411,2017,5,2017,5,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,10323,BANDTEC,FACULDADE DE TECNOLOGIA BANDEIRANTES,Privada com fins lucrativos,Faculdade,Ativa,,1001938,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,320,2200,Semestral,4.00 Semestres,320,,,,,,,,1080141,Unidade II Paulista,Rua Haddock Lobo,595,Unidade II Paulista,Cerqueira César,3550308,São Paulo,SP,24/11/2009,,4,2017,3,258,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,221,UNICSUL,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,Universidade,Ativa,,65955,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,240,2000,Semestral,,,4.00 Semestres,80,,,4.00 Semestres,160,,1543,POLO SP_ANALIA FRANCO,Av. Regente Feijó,"1,295",Jardim Anália Franco,Tatuapé,3550308,São Paulo,SP,29/01/2001,2000-06-30,,,4,299,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,5387,IMPACTA,FACULDADE IMPACTA,Privada sem fins lucrativos,Faculdade,Ativa,,71514,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,225,2300,Semestral,,,5.00 Semestres,30,,,5.00 Semestres,120,,1069717,Campus Rudge,Rua do Bosque,60,Campus Rudge,Barra Funda,3550308,São Paulo,SP,02/08/2004,2004-04-05,4,2018,4,296,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,852,,FIAP - Centro Universitário,Privada com fins lucrativos,Centro Universitário,Ativa,,1204643,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,120,2000,Anual,,,2.0 Anos,120,,,2.0 Anos,0,,1045358,UNIDADE PAULISTA,Avenida Paulista,1106,"7º Andar, Conjunto 71, 72, 73 e 74",Bela Vista,3550308,São Paulo,SP,01/07/2014,2014-05-30,5,2019,4,366,2017,4,2017,4,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,22,MACKENZIE,UNIVERSIDADE PRESBITERIANA MACKENZIE,Privada sem fins lucrativos,Universidade,Ativa,,1191569,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,200,2142,Semestral,,,5.0 Semestres,100,,,5.0 Semestres,100,,657684,CAMPUS - SÃO PAULO - CONSOLAÇÃO,Rua da Consolação,896,Campus São Paulo,Consolação,3550308,São Paulo,SP,28/01/2013,2012-09-19,5,2015,3,283,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,103259,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,300,2280,Semestral,,,5.00 Semestres,65,,,5.00 Semestres,235,,706703,UNIDADE VERGUEIRO SEDE,Rua Vergueiro,235,,Liberdade,3550308,São Paulo,SP,05/02/2007,2006-02-14,4,2011,4,311,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1810,IFSP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",Pública Federal,"Instituto Federal de Educação, Ciência e Tecnologia",Ativa,,1420648,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,40,2080,Semestral,,,,,,,6.00 Semestres,40,,1081890,IFSP - Campus Pirituba,Avenida Mutinga,951,- de 751/752 ao fim,Jardim Santo Elias,3550308,São Paulo,SP,05/02/2018,2017-10-31,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1294,CAM,Centro Universitário das Américas,Privada com fins lucrativos,Centro Universitário,Ativa,,1515697,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,320,2360,Semestral,,,5.00 Semestres,160,,,5.00 Semestres,160,,1070193,Campus Mooca,Rua Borges de Figueiredo,510,- até 599/600,Mooca,3550308,São Paulo,SP,17/02/2020,2019-11-01,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1294,CAM,Centro Universitário das Américas,Privada com fins lucrativos,Centro Universitário,Ativa,,1160973,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,320,2360,Semestral,,,5.00 Semestres,160,,,5.00 Semestres,160,,1055967,Rua Augusta,Rua Augusta,1520,1508 a,Consolação,3550308,São Paulo,SP,10/08/2015,2013-01-24,3,2020,4,297,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,376,,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Centro Universitário,Ativa,,1166992,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,150,2190,Semestral,,,5.00 Semestres,75,,,5.00 Semestres,75,,1056227,CAMPO LIMPO,Estrada do Campo Limpo,3677,,Campo Limpo,3550308,São Paulo,SP,13/02/2012,2011-10-03,3,2015,,,,,,2,2014,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,852,,FIAP - Centro Universitário,Privada com fins lucrativos,Centro Universitário,Ativa,,58360,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,300,2000,Anual,,,2.0 Anos,100,,,2.0 Anos,200,,658138,UNIDADE SEDE,Avenida Lins de Vasconcelos,1264,,Cambuci,3550308,São Paulo,SP,10/02/2003,2002-09-27,3,2006,4,333,2017,3,2017,4,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1420173,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,180,2030,Semestral,,,5.00 Semestres,90,,,5.00 Semestres,90,,1082211,Paulista,Avenida Angélica,2563,Paulista,Bela Vista,3550308,São Paulo,SP,01/02/2018,2017-08-17,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1100,UniDrummond,Centro Universitário Carlos Drummond de Andrade,Privada sem fins lucrativos,Centro Universitário,Ativa,,1458381,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,100,2165,Semestral,,,5.0 Semestres,30,,,5.0 Semestres,70,,1097891,Ponte Rasa,Avenida São Miguel,4335,- de 3103 a 4421 - lado ímpar,Ponte Rasa,3550308,São Paulo,SP,18/02/2019,2018-10-22,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,1269976,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,250,2102,Semestral,,,,,,,5.00 Semestres,140,,2503,CAMPUS MOOCA,Rua Dr. Almeida Lima,1124 e 1134,Centro,Brás,3550308,São Paulo,SP,05/08/2013,2013-06-17,5,2016,3,281,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1762,,FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE,Privada com fins lucrativos,Faculdade,Ativa,Credenciamento EaD Provisório,48050,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,200,2000,Semestral,,,6.00 Semestres,50,,,6.00 Semestres,150,,132228,CAMPUS - SÃO PAULO - PENHA,Av. Penha de França,35,,Penha,3550308,São Paulo,SP,27/08/2001,2001-07-09,3,2010,0,,2017,0,2017,0,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,319,UB,UNIVERSIDADE BRASIL,Privada sem fins lucrativos,Universidade,Ativa,"Em Supervisão - Procedimento Sancionador com Medida Cautelar, Sub Judice",97271,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,100,2000,Semestral,,,,,,,5.0 Semestres,100,,657834,Campus Sede - Itaquera,Rua Carolina Fonseca,584,,ITAQUERA,3550308,São Paulo,SP,01/02/2007,2006-06-20,3,2011,2,133,2017,0,2017,1,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,417,UNICID,UNIVERSIDADE CIDADE DE SÃO PAULO,Privada com fins lucrativos,Universidade,Ativa,,113829,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,510,2000,Semestral,,,4.00 Semestres,160,,,4.00 Semestres,200,,1002328,Universidade Cidade de São Paulo - UNICID - Sede,Rua Cesário Galero,448/475,474,Tatuapé,3550308,São Paulo,SP,05/02/2007,1993-09-02,3,2012,4,321,2017,3,2017,2,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,376,,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Centro Universitário,Ativa,,1167089,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,270,2190,Semestral,,,,,,,5.00 Semestres,270,,1068088,Belenzinho,Rua Siqueira Bueno,929,- de 441/442 a 1398/1399,Belenzinho,3550308,São Paulo,SP,13/02/2012,2011-10-03,3,2014,,,,,,2,2014,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,1180605,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,230,2000,Semestral,,,4.0 Semestres,115,,,4.0 Semestres,115,,2645,Campus IX- Pinheiros,Rua Pe. Carvalho,566,,Pinheiros,3550308,São Paulo,SP,06/02/2012,,,,0,,2017,0,2017,0,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1100,UniDrummond,Centro Universitário Carlos Drummond de Andrade,Privada sem fins lucrativos,Centro Universitário,Ativa,,1458332,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,200,2165,Semestral,,,5.0 Semestres,30,,,5.0 Semestres,70,,132230,Unidade Sede,Rua Prof. Pedreira de Freitas,415,,Tatuapé,3550308,São Paulo,SP,18/02/2019,2018-10-22,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,521,UMC,UNIVERSIDADE DE MOGI DAS CRUZES,Privada com fins lucrativos,Universidade,Ativa,Adesão ao PROIES,102700,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,200,2226,Semestral,,,4.00 Semestres,50,,,4.00 Semestres,150,,1894,Campus Villa Lobos-São Paulo,Avenida Imperatriz Leopoldina,550,Campus Villa Lobos-São Paulo,Vila Leopoldina,3550308,São Paulo,SP,12/02/2007,2007-01-02,3,2014,3,252,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,123530,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,115,2000,Semestral,,,,,,,4.0 Semestres,115,,2646,Campus X - Norte,Rua Amazonas da Silva,737,,Vila Guilherme,3550308,São Paulo,SP,02/02/2009,2004-08-31,,,3,268,2017,3,2017,3,2017,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,203,USJT,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,Universidade,Ativa,,1523180,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,50,2030,Semestral,,,,,,,5.00 Semestres,50,,1097321,Unidade Santana,Rua Voluntários da Pátria,2624,- de 2622 a 2898 - lado par,Santana,3550308,São Paulo,SP,25/03/2020,2020-03-04,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,457,UNIAN - SP,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,Privada com fins lucrativos,Universidade,Ativa,Em Descredenciamento voluntário,1146697,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,180,2100,Semestral,,,,,,,5.0 Semestres,180,,1216,SAO PAULO (RG),Avenida Rudge,315,,Campos Elíseos,3550308,São Paulo,SP,08/02/2010,2009-08-19,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,1745,FAISP,Faculdade Interativa de São Paulo,Privada com fins lucrativos,Faculdade,Ativa,,95613,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,100,2120,Semestral,,,5.0 Semestres,30,,,5.0 Semestres,70,,1081688,FACULDADE INTERATIVA DE SÃO PAULO,Rua Heloísa Penteado,327,,Vila Esperança,3550308,São Paulo,SP,01/02/2007,2006-06-22,3,2013,3,223,2014,,,3,2014,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,254,UNI-BAN,CENTRO UNIVERSITÁRIO UNI-BAN,Privada com fins lucrativos,Centro Universitário,Ativa,Unificação de Mantidas,1185893,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,150,2000,Semestral,,,5.00 Semestres,40,5.00 semestres,30,5.00 Semestres,30,,1105209,Nova Sede UNI-BAN,Rua Maria Cândida,1789,Nova Sede UNI-BAN,Vila Guilherme,3550308,São Paulo,SP,16/08/2011,2008-07-28,3,2015,,,,,,1,2014,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
2,793,ESTÁCIO SÃO PAULO,Centro Universitário Estácio de São Paulo,Privada com fins lucrativos,Centro Universitário,Ativa,,1509457,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Educação Presencial,Em atividade,240,2020,Semestral,,,4.00 Semestres,120,,,4.00 Semestres,120,,1070865,CONCEIÇÃO,Avenida Engenheiro Armando de Arruda Pereira,673,- até 1651 - lado ímpar,Jabaquara,3550308,São Paulo,SP,Não iniciado,2019-10-25,,,,,,,,,,0615S02,Sistemas de informação,615,Gestão e desenvolvimento de sistemas de informação,61,Computação e Tecnologias da Informação e Comunicação (TIC),6,Computação e Tecnologias da Informação e Comunicação (TIC)
